sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
CH_Ssid_07_2017,106114,0.12174332272337698,0.025571787013708477,-0.018063362799875245,-0.015631734484660646,0.007450270486429454,-0.012018915445670986,0.03187384680924498,0.027609151301546186,-0.005703262606128716,0.0,0.0,0.0
WP_Ssid_21_2017,106128,0.2666860436348026,-0.0017010914214516122,0.008805783487071709,-0.013982323428280484,-0.09274888330942693,-0.012797355155102441,0.00399053610334953,0.017325200107533193,0.000533969559438399,0.0,0.0,0.0
WP_Ssid_26_2017,106133,0.07230792414263766,0.025080655421623858,-0.038990077972504235,-0.0027716652129652877,0.013107857594227671,-0.060440612118735644,-0.06351661998191235,-0.0030845907247893708,-0.0011550626131503496,0.0,0.0,0.0
WP_Cnat_31_2017,106137,-0.15398490336612883,-0.07214082437234365,0.04799344961047425,0.0216058161881919,-0.06756505634903093,0.016331414108166693,-0.0004966400408711147,-0.02018165382766521,0.004415049590389228,0.0,0.0,0.0
WP_Ssid_109_2017,106179,-0.1821562808315227,0.03161359681682522,-0.11685757262903397,0.04536881025764636,-0.03856341285470306,-0.007596002617260497,0.01255976065898723,-0.010670703969541883,0.00016570812141166388,0.0,0.0,0.0
WP_Ssid_96_2017,106180,0.1679181382425219,0.06003181369563676,-0.009558169831080416,0.011437052695243859,0.05108571390737402,-0.03733638388846814,0.03686541126769842,-0.025608154511734236,0.006760227531856055,0.0,0.0,0.0
WP_Ssid_105_2017,106185,-0.18484722504817344,-0.052810764018806175,-0.018449883702072244,0.02496583046768257,0.026669068949973354,0.004958668356455644,0.0064343112489320484,0.0022329061267236353,-0.014331854522846969,0.0,0.0,0.0
WP_Ssid_77_2017,106186,0.24824565989582623,-0.09569127282946485,0.07661502208216633,0.06521384658855023,0.03275199699451234,0.020966687722521783,-0.00827229533531912,-0.006242008648637757,-0.0023205969546861356,0.0,0.0,0.0
ET_Cnat_61_2018,106193,-0.15622896914405507,0.19429611035683128,0.10425652348437738,0.00525102982076878,-0.0012456603582114388,0.020656650974896263,-0.00831789767027787,0.0027706919827053646,-0.0015267918088919016,0.0,0.0,0.0
CH_Cnat_48_2018,106211,0.13710897352945553,0.01829916593296809,-0.07371396027798349,-0.05710178306379903,0.01797198495327443,0.08975564003979805,-0.014527017382392954,-0.009434129086897948,0.0009293952575306254,0.0,0.0,0.0
WP_Cnat_31_2019,106248,-0.1554681857161081,-0.08118605138941495,0.04746947518029903,-0.10508878576145173,0.0107062554304295,-0.03080659354967169,0.00858646445794522,-0.009157006118587588,-0.00040909673225279574,0.0,0.0,0.0
WP_Ssid_45_2019,106263,-0.1813244980626326,-0.05136312520611277,-0.009507226631839602,0.020733905933073022,0.04037986455515121,0.008326801573070615,-0.005179860135383342,0.03444029736934399,0.012642315177327133,0.0,0.0,0.0
proportion_explained,0,0.6690994116949982,0.1264378962276178,0.07697522233174028,0.04086980881226786,0.03836075596359243,0.028116638580433197,0.012712899142063952,0.006576691809947703,0.0008506754373383624,0.0,0.0,0.0
